time,norm,mean_x,mean_y,mean_z,mean_r,kinetic_energy,potential_energy,total_energy,captured_probability,reflected_probability,transmitted_probability
0.98,0.9379559528182067,-22.476402510780726,-1.5363210101966356e-14,-1.5953843451399882e-14,22.830303412292853,0.3344188889646692,-0.04708482712707188,0.28733406183759735,1.0856748106455394e-05,0.44717292659872643,0.4907721694713736
0.99,0.9377534386797907,-22.464250121971514,-1.6155251966341073e-14,-1.677038783984822e-14,22.818235636699985,0.3343585896740298,-0.04709398682628259,0.28726460284774724,1.1023157971641105e-05,0.44607404331086103,0.4916683722109579
1.0,0.9375519192361069,-22.452124992100536,-1.6997507697162534e-14,-1.761896601884774e-14,22.806195940790335,0.3342988470705595,-0.047103203432301344,0.28719564363825817,1.1189103468860215e-05,0.4449764565216618,0.49256427361097616
1.01,0.9373513917779666,-22.440027019522052,-1.7920287121358904e-14,-1.8508168669345648e-14,22.79418422199143,0.3342396511343867,-0.04711247681428244,0.28712717432010426,1.1354534093276982e-05,0.44388016766569816,0.49345986957817495
1.02,0.9371518540821184,-22.427956119168357,-1.8729605494477038e-14,-1.9433810679982813e-14,22.782200394433932,0.3341809923314044,-0.047121806857343684,0.28705918547406073,1.1519399595410645e-05,0.442785178667364,0.4943551560151593
1.03,0.9369533043584586,-22.41591222084352,-1.9652273791901902e-14,-2.038097254243954e-14,22.770244387230917,0.3341228615864943,-0.04713119346075613,0.2869916681257382,1.168364999775632e-05,0.4416914918877346,0.49525012882072633
1.04,0.9367557412013452,-22.403895267647684,-2.056478078081448e-14,-2.127652076690835e-14,22.758316142888994,0.33406525025823464,-0.047140636536279534,0.2869246137219551,1.1847235611284272e-05,0.4405991100755409,0.496144783890193
1.05,0.9365591635447343,-22.391905214523067,-2.15197999335375e-14,-2.225107541967677e-14,22.74641561584209,0.33400815011501006,-0.04715013600663323,0.28685801410837686,1.201010705181667e-05,0.43950803632197577,0.49703911711570675
1.06,0.9363635706208766,-22.379942026913117,-2.2390312115498088e-14,-2.3371607503988257e-14,22.734542771099473,0.33395155331244536,-0.047159691804092914,0.28679186150835245,1.2172215256276873e-05,0.4384182740190679,0.4979331243865522
1.07,0.9361689619223122,-22.368005679527048,-2.353510307329229e-14,-2.4293882623025677e-14,22.72269758299999,0.33389545237208806,-0.047169303869204385,0.2867261485028837,1.2333511498806347e-05,0.4373298268213716,0.4988268015894418
1.08,0.9359753371669494,-22.356096155202412,-2.453670471651763e-14,-2.5385421250808834e-14,22.71088003406527,0.33383984016126966,-0.04717897214960602,0.2866608680116636,1.2493947406747767e-05,0.43624269861074244,0.4997201446088002
1.09,0.9357826962659942,-22.344213443858788,-2.5635562040680916e-14,-2.649637112821204e-14,22.699090113944767,0.3337847098740815,-0.04718869659895213,0.28659601327512935,1.2653474976487882e-05,0.43515689346398073,0.500613149327037
1.1,0.9355910392945402,-22.332357541536258,-2.6776317861927557e-14,-2.769163233829503e-14,22.68732781844638,0.33373005501340025,-0.04719847717593005,0.2865315778374702,1.2812046589158431e-05,0.4340724156231397,0.5015058116248114
1.11,0.9354003664646239,-22.32052844951266,-2.7928835834567117e-14,-2.87761836372014e-14,22.67559314864656,0.3336758693739072,-0.04720831384336411,0.2864675555305431,1.2969615026189713e-05,0.4329892694683106,0.5023981273812871
1.12,0.9352106781005712,-22.308726173494055,-2.910693642474919e-14,-2.9975533616534466e-14,22.663886110074156,0.3336221470260432,-0.04721820656740037,0.2864039404586428,1.3126133484713433e-05,0.43190745949270704,0.5032900924743795
1.1300000000000001,0.9350219746164702,-22.296950722873166,-3.0317134748138765e-14,-3.113804109767397e-14,22.652206711962947,0.33356888230084997,-0.04722815531676591,0.2863407269840841,1.3281555592811751e-05,0.43082699027988475,0.5041817027809928
1.1400000000000001,0.9348342564956186,-22.285202110051017,-3.148839178130895e-14,-3.241065685574063e-14,22.64055496656782,0.3335160697756457,-0.047238160062097585,0.2862779097135481,1.3435835424606387e-05,0.4297478664829427,0.5050729541772513
1.1500000000000001,0.9346475242717986,-22.273480349817092,-3.308371042665761e-14,-3.358141997447321e-14,22.628930888540076,0.3334637042604901,-0.04724822077533486,0.28621548348515524,1.3588927515187204e-05,0.428670092805562,0.5059638425387213
1.16,0.9344617785122503,-22.26178545878397,-3.4176500229096685e-14,-3.471071674591698e-14,22.617334494357543,0.33341178078539535,-0.04725833742917213,0.2861534433562232,1.3740786875372893e-05,0.42759367398474935,0.5068543637406255
1.17,0.9342770198022193,-22.25011745487235,-3.555615267950049e-14,-3.604585775169659e-14,22.60576580180565,0.33336029458823974,-0.04726850999656584,0.2860917845916739,1.3891369006302905e-05,0.4265186147751609,0.5077445136580521
1.18,0.9340932487309553,-22.23847635684279,-3.6829890203982246e-14,-3.74889877126859e-14,22.594224829505553,0.3333092411033468,-0.047278738450292596,0.2860305026530542,1.4040629913854377e-05,0.4254449199348883,0.5086342881661532
1.19,0.9339104658790659,-22.226862183870878,-3.811904842012327e-14,-3.8711198464226536e-14,22.582711596486007,0.3332586159506924,-0.04728902276255415,0.28596959318813825,1.4188526122881749e-05,0.42437259421260115,0.5095236831403416
1.2,0.9337286718071108,-22.21527495516246,-3.9587583149232066e-14,-4.0148204631201865e-14,22.571226121795778,0.3332084149257046,-0.047299362904625816,0.28590905202107875,1.4335014691275114e-05,0.4233016423359433,0.5104126944564763
